Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
in a row,something that occurs in a sequence,"don ' t fail again , this will be your third time in a row .","don ' t fail again , this will be your third consecutive time .",O O O O O O O O O O O O B I I O,O O O O O O O O O O O B O O
blow your own trumpet,to say things that makes your own self or kin look good,the crew tried to blow their own trumpet but the manager did not buy their story .,the crew tried to make themselves look good but the manager did not buy their story .,O O O O B O I I O O O O O O O O O,O O O O B I I I O O O O O O O O O
blow your own trumpet,to say things that makes your own self or kin look good,i hate people who are always blowing their own trumpet .,i hate people who are always showing off .,O O O O O O B I I I O,O O O O O O B I O
blow your own trumpet,to say things that makes your own self or kin look good,i don ' t think blowing your own trumpet will get you this job .,i don ' t think showing off will get you this job .,O O O O O B I I I O O O O O O,O O O O O B I O O O O O O
blow your own trumpet,to say things that makes your own self or kin look good,do you mind not blowing your own trumpet all the time ?,do you mind not showing off all the time ?,O O O O B I I I O O O O,O O O O B I O O O O
in the meantime,to do something while waiting for something expected to happen,the party prepared to move to another location in the meantime .,the party prepared to move to another location during the time in between .,O O O O O O O O O O B O,O O O O O O O O B O I O I O
in the meantime,to do something while waiting for something expected to happen,"the new computers won ' t arrive until next week , but we can keep using the old ones in the meantime","the new computers won ' t arrive until next week , but we can keep using the old ones until then .",O O O O O O O O O O O O O O O O O O O B O I,O O O O O O O O O O O O O O O O O O O O B I
in the meantime,to do something while waiting for something expected to happen,the world was watching a cricket match in the meantime when i was writing my exams !,the world was watching a cricket match while i was writing my exams !,O O O O O O O B O I I O O O O O O,O O O O O O O B O O O O O O
heads up,an advance caution,heads up about the upcoming appraisal cycle and my performance issues within it and i was prepared for the bad rating . i have been giving him a,advance caution about the upcoming appraisal cycle and my performance issues within it and i was prepared for the bad rating . i have been giving him a,B I O O O O O O O O O O O O O O O O O O O O O O O O O O,B I O O O O O O O O O O O O O O O O O O O O O O O O O O
heads up,an advance caution,"heads up , we need to go get groceries in 10 minutes .","advance notice , we need to go get groceries in 10 minutes .",B I O O O O O O O O O O O,B I O O O O O O O O O O O
heads up,an advance caution,i gave him a heads up so that he knows we ' re leaving .,i told him beforehand so that he knows we ' re leaving .,O B O I I I O O O O O O O O O,O B O I O O O O O O O O O
take a rain check," refuse an offer politely, but imply that it can be taken up later","i ' ll take a rain check on the party tonight , i have a lot of work to finish right now .","i ' ll decline the party tonight , though i might take up the offer later , i have a lot of work to finish right now .",O O O O O B I I O O O O O O O O O O O O O O O,O O O B O O O O I O I O I O I I O O O O O O O O O O O O
take a rain check,"refuse an offer politely, but imply that it can be taken up later","i ' ll have to take a rain check on going to the movies this evening , i already have other plans .","i ' ll have to politely decline on going to the movies this evening , although i can go later , i already have other plans .",O O O O O B I I I O O O O O O O O O O O O O O,O O O O O B I O O O O O O O O I O I I I O O O O O O O
take a rain check," refuse an offer politely, but imply that it can be taken up later",he couldn ' t attend the concert with his friends and he took a rain check instead .,he couldn ' t attend the concert with his friends and he said he could come later .,O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O B O I I I O
take a rain check," refuse an offer politely, but imply that it can be taken up later","i would have loved to come to your place , but i ' ll take a rain check on that and i will be out of town during the weekend . ""","i would have loved to come to your place , but i ' ll politely refuse that and i will be out of town during the weekend . """,O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O,O O O O O O O O O O O O O O B I O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,the movie they played on cable last night gave me a chill to the bone and i will not be watching a night time movie any time soon .,the movie they played on cable last night gave me a fright and i will not be watching a night time movie any time soon .,O O O O O O O O O O O B I O I O O O O O O O O O O O O O O,O O O O O O O O O O O B O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,he got a chill to the bone when the teacher caught him cheating in the examination and he was barred from giving it again for two years straight .,he felt very scared when the teacher caught him cheating in the examination and he was barred from giving it again for two years straight .,O B I I I O I O O O O O O O O O O O O O O O O O O O O O O,O B I I O O O O O O O O O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,she discovered all of his dark secrets after the wedding and it gave her a chill to the bone .,she discovered all of his dark secrets after the wedding and it gave her a fright .,O O O O O O O O O O O O O O O B I O I O,O O O O O O O O O O O O O O O B O
chill to the bone,to get frightened or scare somebody,the children got a chill to the bone when they discovered that there was someone in the house already when they entered .,the children got very scared when they discovered that there was someone in the house already when they entered .,O O O B I I O I O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,"when i heard the scrapping noise on the door after the horror movie ended , i got a chill to the bone she was alone in the house and a prank such as this could give her a","when i heard the scrapping noise on the door after the horror movie ended , i got very frightened she was alone in the house and a prank such as this could give her a",O O O O O O O O O O O O O O O O O O B I O I O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,the movie they played on cable last night gave me a chill to the bone and i will not be watching a night time movie any time soon .,the movie they played on cable last night gave me a fright and i will not be watching a night time movie any time soon .,O O O O O O O O O O O B I O I O O O O O O O O O O O O O O,O O O O O O O O O O O B O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,passing from nearby a graveyard at night gives me a chill to the bone .,passing from nearby a graveyard at night gives me a fright .,O O O O O O O O O O B I I I O,O O O O O O O O O O B O
chill to the bone,to get frightened or scare somebody,he got a chill to the bone when the teacher caught him cheating in the examination and he was barred from giving it again for two years straight .,he felt very scared when the teacher caught him cheating in the examination and he was barred from giving it again for two years straight .,O B I I I O I O O O O O O O O O O O O O O O O O O O O O O,O B I I O O O O O O O O O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,the children got a chill to the bone when they discovered that there was someone in the house already when they entered .,the children got very scared when they discovered that there was someone in the house already when they entered .,O O O B I I O I O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,"when i heard the scrapping noise on the door after the horror movie ended , i got a chill to the bone she was alone in the house and a prank such as this could give her a","when i heard the scrapping noise on the door after the horror movie ended , i got very frightened she was alone in the house and a prank such as this could give her a",O O O O O O O O O O O O O O O O O O B I O I O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O
chill to the bone,to get frightened or scare somebody,chill to the bone and my cousin claims that she does not get a chill to the bone,scared and my cousin claims that she does not get scared,B I I I O O O O O O O O O I I I I I,B O O O O O O O O O I
a dime a dozen,something that is very common and not of much value,"low paying jobs are a dime a dozen and anyone can get one if they try , but the high paying ones are not so easy to get and require proper and relevant skills .","low paying jobs are easy to come across and anyone can get one if they try , but the high paying ones are not so easy to get and require proper and relevant skills .",O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O
a dime a dozen,something that is very common and not of much value,"coaching classes are a dime a dozen , but most of them are of low quality and do not deliver on their promise .","coaching classes are very common , but most of them are of low quality and do not deliver on their promise .",O O O B I I I O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O
a dime a dozen,something that is very common and not of much value,cheap watches like this have flooded the market and you can get them a dime a dozen .,cheap watches like this have flooded the market and you can get them anywhere .,O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O B O
a dime a dozen,something that is very common and not of much value,small time local music bands are a dime a dozen .,small time local music bands are very common .,O O O O O O B I I I O,O O O O O O B I O
match made in heaven,two people who are perfect for each other,i hope lily and tim get married soon and they are really a match made in heaven .,i hope lily and tim get married soon and they are really compatible .,O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O B O
match made in heaven,two people who are perfect for each other,the two members of the duo were a match made in heaven .,the two members of the duo were perfect for each other .,O O O O O O O B I I I I O,O O O O O O O B I I I O
match made in heaven,two people who are perfect for each other,those two are a match made in heaven .,those two are perfect for each other .,O O O B I I I I O,O O O B I I I O
new kid on the block,somebody is new in a place or organization and has many things to learn about it,the new kid on the block is showing some definite potential and the boss is noticing .,the new kid is showing some definite potential and the boss is noticing .,O O O B O I O O O O O O O O O O O,O O O O O O O O O O O O O O
new kid on the block,somebody is new in a place or organization and has many things to learn about it,i am used to being the new kid on the block .,i am used to being the new kid .,O O O O O O O O B O I O,O O O O O O O O O
new kid on the block,somebody is new in a place or organization and has many things to learn about it,as the new kid on the block i will have to introduce myself to all of the kids at school on monday .,as the new kid i will have to introduce myself to all of the kids at school on monday .,O O O O O O B O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
screw up,To make a mistake,i really screwed up this time,i really messed up this time,O O B O O O,O O B O O O
screw up,To make a mistake,he screwed up and delivered the package to the wrong address .,he made a mistake and delivered the package to the wrong address .,O B I O O O O O O O O O,O B I I O O O O O O O O O
screw up,To make a mistake,the waiter screwed up again at the restaurant .,the waiter made a mistake again at the restaurant .,O O B I O O O O O,O O B I I O O O O O
screw up,"to injure, damage or ruin something",i screwed up my knee when i tripped over that brick last weekend .,i twisted up my knee when i tripped over that brick last weekend .,O B O O O O O O O O O O O O,O B O O O O O O O O O O O O
screw up,"to injure, damage or ruin something",i screwed up the cake when i forgot to add eggs to it,i ruined up the cake when i forgot to add eggs to it,O B O O O O O O O O O O O,O B O O O O O O O O O O O
screw up,"to injure, damage or ruin something",he screwed up the television by pressing random buttons on the remote,he messed up the television by pressing random buttons on the remote,O B O O O O O O O O O O,O B O O O O O O O O O O
screw up,"to injure, damage or ruin something","mom , johnny screwed up my painting and threw it in the fire !","mom , johnny messed up my painting and threw it in the fire !",O O O B O O O O O O O O O O,O O O B O O O O O O O O O O
screw up,"to injure, damage or ruin something",i can ’ t believe that you screw up that deal !,i can ’ t believe that you messed up that deal !,O O O O O O O B O O O O,O O O O O O O B O O O O
screw up, to make someone confused or mentally disturbed,living with abusive parents really screwed him up .,living with abusive parents really disturbed him .,O O O O O B O I O,O O O O O B O O
screw up, to make someone confused or mentally disturbed,the divorce screwed him up for a long time .,the divorce disturbed him for a long time .,O O B O I O O O O O,O O B O O O O O O
screw up, to make someone confused or mentally disturbed,war can really screw up the survivors .,war can really disturb the survivors .,O O O B I O O O,O O O B O O O
screw up, to make someone confused or mentally disturbed,prison really screwed him up .,prison really disturbed him .,O O B O I O,O O B O O
screw up, to make someone confused or mentally disturbed,getting divorced has really screwed him up,getting divorced has really messed him up,O O O O B O O,O O O O B O O
the last thing I want,I don't want,"the last thing i want is to show the committee in a bad light , but i have to point out the mistakes in this report .","i don ' t want to show the committee in a bad light , but i have to point out the mistakes in this report .",O B I O O I O O O O O O O O O O O O O O O O O O O O O,O B I I O O O O O O O O O O O O O O O O O O O O O O
the last thing I want,I don't want,"he told me that the last thing he wanted was to hurt me , but i don ' t believe him - i think he was just being malicious .","he told me that he didn ' t intend to hurt me , but i don ' t believe him - i think he was just being malicious .",O O O O B I I O I O O O O O O O O O O O O O O O O O O O O O,O O O O O B O O I O O O O O O O O O O O O O O O O O O O O
the last thing I want,I don't want,the last thing i want is a lengthy court battle .,i don ’ t want a lengthy court battle .,B I I O O I O O O O O,O B I I O O O O O O
one stop shop,a shop where you can buy many different things,that corner store is a one stop shop for anyone looking for video games .,that corner store is a comprehensive store for anyone looking for video games .,O O O O O B I I O O O O O O O,O O O O O B O O O O O O O O
one stop shop,a shop where you can buy many different things,i just don ' t have the patience to check prices with individual vendors so i go to a one stop shop for all my grocery requirements .,i just don ' t have the patience to check prices with individual vendors so i go to a wholesale store for all my grocery requirements .,O O O O O O O O O O O O O O O O O O O B I I O O O O O O,O O O O O O O O O O O O O O O O O O O B I O O O O O O
one stop shop,a shop where you can buy many different things,one of shoe carnival ' s aims is to provide a one stop shop for the entire family .,one of shoe carnival ' s aims is to provide a comprehensive store for the entire family .,O O O O O O O O O O O O B I O O O O O,O O O O O O O O O O O B I O O O O O
change of heart,a shift to a different opinion or thought,the call - back of the military and troops from afghanistan shows a change of heart by the british government .,the call - back of the military and troops from afghanistan shows a change of opinion by the british government .,O O O O O O O O O O O O O O O B O O O O O,O O O O O O O O O O O O O O O B O O O O O
change of heart,a shift to a different opinion or thought,i know that i said i would go to the concert with you but i have had a change of heart .,i know that i said i would go to the concert with you but i have had a change of feeling .,O O O O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O O O O B O
change of heart,a shift to a different opinion or thought,what was the reason behind the sudden change of heart about marriage ?,what was the reason behind the sudden change of feeling about marriage ?,O O O O O O O O O B O O O,O O O O O O O O O B O O O
change of heart,a shift to a different opinion or thought,the government seems to has a change of heart over the newly implemented tax policy .,the government seems to has a change of opinion over the newly implemented tax policy .,O O O O O O O O B O O O O O O O,O O O O O O O O B O O O O O O O
change of heart,a shift to a different opinion or thought,i have a change of heart as a result i have postponed the departure dates of my holiday trip .,i have a change of opinion as a result i have postponed the departure dates of my holiday trip .,O O O O O B O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O
change of heart,a shift to a different opinion or thought,i think it ' s perfect time to propose her now - before she has a change of heart .,i think it ' s perfect time to propose her now - before she has a change of decision .,O O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O O B O
change of heart,a shift to a different opinion or thought,he would never forgive you for cheating on him unless he has a change of heart .,he would never forgive you for cheating on him unless he has a change of feeling .,O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O B O
change of heart,a shift to a different opinion or thought,i have a change of heart when i saw people were dying from hunger .,i have a change of feeling when i saw people were dying from hunger .,O O O O O B O O O O O O O O O,O O O O O B O O O O O O O O O
smitten with,in love with someone,he is completely smitten with love for her .,he is completely in love with her .,O O O B O O I O O,O O O B O O O O
smitten with,in love with someone,he was so smitten by her charming personality and attractive appearance that he left his long time girlfriend to be with her .,he was so obsessed with her charming personality and attractive appearance that he left his long time girlfriend to be with her .,O O O B I O O O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O O O O
smitten with,in love with someone,this new book is about a rich young entrepreneur who is smitten with a college graduate and how he pursues her and secures her love .,this new book is about a rich young entrepreneur who is in love with a college graduate and how he pursues her and secures her love .,O O O O O O O O O O O B O O O O O O O O O O O O O O,O O O O O O O O O O O B O O O O O O O O O O O O O O O
smitten with,in love with someone,when you are smitten with love for someone you are unable to tell their bad qualities from the good and that leads to problems in the relationship later .,when you are affected by love for someone you are unable to tell their bad qualities from the good and that leads to problems in the relationship later .,O O O B I O O O O O O O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O O O O O O O
smitten with,in love with someone,"you could tell that she was smitten by him , but he was not interested and was just playing her on .","you could tell that she was obsessed him , but he was not interested and was just playing her on .",O O O O O O B I O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O
smitten with,in love with someone,he was smitten by his dance teacher and used to go the her classes whenever he had free time .,he was attracted to his dance teacher and used to go the her classes whenever he had free time .,O O B I O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O O
castles in the air,make plans or hopes that have very little chance of happening,in order to make this business work you need to stop building castles in spain and get to work .,in order to make this business work you need to stop daydreaming and get to work .,O O O O O O O O O O O B I O I O O O O O,O O O O O O O O O O O B O O O O O
castles in the air,make plans or hopes that have very little chance of happening,my brother just make the castles in the air - he does nothing .,my brother just daydreams - he does nothing .,O O O B I I I I I O O O O O,O O O B O O O O O
castles in the air,make plans or hopes that have very little chance of happening,"few people want to establish a human habitation on the mars , but this is more like building castles in the sky .","few people want to establish a human habitation on the mars , but this is more like dreaming .",O O O O O O O O O O O O O O O O O B I I O I O,O O O O O O O O O O O O O O O O O B O
castles in the air,make plans or hopes that have very little chance of happening,daydreaming and building the castles in the sky - sometimes it can also be inspiring . ',daydreaming and imagining having things you can ' t have - sometimes it can also be inspiring .,O O B I I I I I O O O O O O O O O,O O B I I I O O I I O O O O O O O O
look before you leap,to think about the possible dangers or difficulties of something before doing it,you better check out the costs that you will have to incur through the duration of this lawsuit before filling it and it is always better to look before you leap .,you better check out the costs that you will have to incur through the duration of this lawsuit before filling it and it is always better to make sure that everything is alright before doing something important which you cannot revert .,O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O I O,O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O I O I O I I I I O I I O
look before you leap,to think about the possible dangers or difficulties of something before doing it,i had asked him to look before he leaped when he was planning to buy those stocks and look what he has got himself into now !,i had asked him to think of the consequences of his actions before taking them when he was planning to buy those stocks and look what he has got himself into now !,O O O O O O O O B O O O O O O O O O O O O O O O O O O,O O O O O B I I I I I I O I I O O O O O O O O O O O O O O O O O O
look before you leap,to think about the possible dangers or difficulties of something before doing it,the girl rally should have looked before she leaped into this marriage !,the girl rally should have imagined the likely effect before deciding on this marriage !,O O O O O B O I I I O O O,O O O O O B O I I O I I O O O
look before you leap,to think about the possible dangers or difficulties of something before doing it,it is better to look before you leap when taking such political stands these days .,it is better to calculate the possible consequences beforehand when taking such political stands these days .,O O O O B I I I O O O O O O O O,O O O O B I I I I O O O O O O O O
that's the way the cookie crumbles,"no matter how unfair the situation is, it must be accepted",the man knows that that ' s the way the cookie crumbles and he will be fine .,the man knows that he has to accept it and he will be fine .,O O O O O B I O I O I I O O O O O O,O O O O O B I I I O O O O O O
that's the way the cookie crumbles,"no matter how unfair the situation is, it must be accepted","i learnt that that ' s the way the cookie crumbles when i was in school and have been able to take care of myself . ""","i learnt that i have to accept a situation no matter how unfair it is when i was in school and have been able to take care of myself . """,O O O O B I I I I I I O O O O O O O O O O O O O O O O,O O O O O O B I I I I I I I I O O O O O O O O O O O O O O O O
that's the way the cookie crumbles,"no matter how unfair the situation is, it must be accepted","we have to obey our superiors even if they ' re wrong , and that ' s the way the cookie crumbles .","we have to obey our superiors even if they ' re wrong , no matter how unfair it is .",O O O O O O O O O O O O O B I O I I I I I I O,O O O O O O O O O O O O O B I I I I I O
stop by,to be on a very short visit,the gardener stopped by the nursery to get some soil for his garden .,the gardener went to the nursery to get some soil for his garden .,O O B I O O O O O O O O O O,O O B O O O O O O O O O O O
stop by,to be on a very short visit,i wanted to stop by the medical store to get some prescription drugs this afternoon but had already got late for work so i did not .,i wanted to stop at the medical store to get some prescription drugs this afternoon but had already got late for work so i did not .,O O O O B O O O O O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O O O O O
stop by,to be on a very short visit,you should stop by if you are passing through here sometime .,you should come by if you are passing through here sometime .,O O B O O O O O O O O O,O O B O O O O O O O O O
stop by,to be on a very short visit,she is a good friend and stops by at my place quite regularly .,she is a good friend and comes to my place quite regularly .,O O O O O O B I I O O O O O,O O O O O O B I O O O O O
stop by,to be on a very short visit,"i have no time to stop by today , perhaps we can catch up tomorrow ?","i have no time to come by today , perhaps we can catch up tomorrow ?",O O O O O B O O O O O O O O O O,O O O O O B O O O O O O O O O O
stop by,to be on a very short visit,can you stop by the garage and check how the work on my car is coming along ?,can you go to the garage and check how the work on my car is coming along ?,O O B I O O O O O O O O O O O O O O,O O B I O O O O O O O O O O O O O O
stop by,to be on a very short visit,"she never even stopped by , how can you claim that she likes you ? '","she never even came by , how can you claim that she likes you ? '",O O O B O O O O O O O O O O O O,O O O B O O O O O O O O O O O O
keep your chin up,be stalwart and courageous in a tough situation,don ' t let the difficulties intimidate you ; keep your chin up .,don ' t let the difficulties intimidate you ; be courageous .,O O O O O O O O O B I I I O,O O O O O O O O O B I O
keep your chin up,be stalwart and courageous in a tough situation,"even if things have been difficult for you , always keep your chin up , everything will be normal and alright soon .","even if things have been difficult for you , always remain confident , everything will be normal and alright soon .",O O O O O O O O O O B I I I O O O O O O O O O,O O O O O O O O O O B I O O O O O O O O O
keep your chin up,be stalwart and courageous in a tough situation,"being a wife of a soldier she kept her chin up when she heard the enemy attack on military camp , where here husband was staying .","being a wife of a soldier she stayed brave when she heard the enemy attack on military camp , where here husband was staying .",O O O O O O O B I I I O O O O O O O O O O O O O O O O,O O O O O O O B I O O O O O O O O O O O O O O O O
keep your chin up,be stalwart and courageous in a tough situation,my mom always taught me to keep my chin up in every situation if i want to win .,my mom always taught me to remain confident in every situation if i want to win .,O O O O O O B O I I O O O O O O O O O,O O O O O O B I O O O O O O O O O
in tandem,group of two things or people working together,this actress has worked in tandem with the same script writer on several documentaries .,this actress has worked with each other on the same script writer on several documentaries .,O O O O B I O O O O O O O O O,O O O O O B I O O O O O O O O O
in tandem,group of two things or people working together,those two swimmers have worked in tandem for several swim relays & won many trophies for the country .,those two swimmers have worked together for several swim relays & won many trophies for the country .,O O O O O B I O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O
in tandem,group of two things or people working together,the designers that have worked in tandem for various fashion shows married last week in london .,the designers that have worked jointly for various fashion shows married last week in london .,O O O O O O B O O O O O O O O O O,O O O O O B O O O O O O O O O O
in tandem,group of two things or people working together,virat & raina have worked in tandem while batting for various t - 20 matches & scored centuries several times .,virat & raina have worked together while batting for various t - 20 matches & scored centuries several times .,O O O O O B I O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O
catch eye,attract someone's attention,"while we were driving down the road , a small shop selling beautiful potteries caught my eye .","while we were driving down the road , a small shop selling beautiful potteries attracted my attention .",O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O O B O I O
catch eye,attract someone's attention,"the restaurant was a busy one , and it was quite some time before we managed to catch the waiter ' s eye .","the restaurant was a busy one , and it was quite some time before we managed to get the waiter ' s attention .",O O O O O O O O O O O O O O O O O B O O O O I O,O O O O O O O O O O O O O O O O O B O O O O I O
catch eye,attract someone's attention,mary was gazing at the mountains beyond when jason caught her eye and beckoned her .,mary was gazing at the mountains beyond when jason got her attention and beckoned her .,O O O O O O O O O B O I O O O O,O O O O O O O O O B O I O O O O
catch eye,attract someone's attention,that shiny red car at the showroom had really caught my eye ; i wanted to but it right away before good sense prevailed .,that shiny red car at the showroom had really got my attention ; i wanted to but it right away before good sense prevailed .,O O O O O O O O O B O I O O O O O O O O O O O O O,O O O O O O O O O B O I O O O O O O O O O O O O O
catch eye,attract someone's attention,sam was getting very chatty and was about to give my secret away when i finally managed to catch his eye and signal him to stop .,sam was getting very chatty and was about to give my secret away when i finally managed to get him to notice me and signal him to stop .,O O O O O O O O O O O O O O O O O O B I I O O O O O O,O O O O O O O O O O O O O O O O O O B O O I I O O O O O O
catch eye,attract someone's attention,the vase at a friend ' s house had caught my wife ' s eye .,the vase at a friend ' s house had caught my wife ' s attention .,O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O B O
skid row,a neighbourhood that is frequented by alcoholics,i was walking through a skid row and now know why it is not safe .,i was walking through a rough neighborhood and now know why it is not safe .,O O O O O B I O O O O O O O O O,O O O O O B I O O O O O O O O O
skid row,a neighbourhood that is frequented by alcoholics,the theatre is in the by - alley of the skid row .,the theatre is in the by - alley of the run down hotels and salons .,O O O O O O O O O O B I O,O O O O O O O O O O B I I I I O
skid row,a neighbourhood that is frequented by alcoholics,the office was located at a skid row and hence many customers would refrain from going there .,the office was located at the bad side of town and hence many customers would refrain from going there .,O O O O O B I I O O O O O O O O O O,O O O O O O B I I I O O O O O O O O O O
skid row,a neighbourhood that is frequented by alcoholics,she works at the bar at the skid row and makes quite a bit of money .,she works at the bar at the side of town with a lot of alcholics and makes quite a bit of money .,O O O O O O O B I O O O O O O O O,O O O O O O O B O I I O I O I O O O O O O O O
skid row,a neighbourhood that is frequented by alcoholics,they would never invest in a property on the skid row .,they would never invest in a property on the bad side of town .,O O O O O O O O O B I O,O O O O O O O O O B I I I O
surgical strike,to cause injury or damage to the intended targets,i am starting a surgical strike against my socks and vow to find the pair for each one of them in this messy drawer .,i am starting a precision strike against my socks and vow to find the pair for each one of them in this messy drawer .,O O O O B O O O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O O O
surgical strike,to cause injury or damage to the intended targets,a surgical strike was scheduled to begin at dawn .,a precision strike was scheduled to begin at dawn .,O B O O O O O O O O,O B O O O O O O O O
surgical strike,to cause injury or damage to the intended targets,the congress was against a surgical strike which caused controversies .,the congress was against a precision strike which caused controversies .,O O O O O B O O O O O,O O O O O B O O O O O
go the extra mile,"to try a little harder in order to achieve something, after you have already used a lot of effort","when it comes to weaker students , the teacher goes the extra mile to help them understand .","when it comes to weaker students , the teacher makes an extra effort to help them understand .",O O O O O O O O O B O O I O O O O O,O O O O O O O O O B I O I O O O O O
go the extra mile,"to try a little harder in order to achieve something, after you have already used a lot of effort",i love staying at that hotel and they go the extra mile to make their guests happy .,i love staying at that hotel and they make special efforts to make their guests happy .,O O O O O O O O B I I I O O O O O O,O O O O O O O O O B I O O O O O O
go the extra mile,"to try a little harder in order to achieve something, after you have already used a lot of effort","if you are willing to go the extra mile at work , you are bound to get noticed and grow professionally .","if you are willing to do more than expected at work , you are bound to get noticed and grow professionally .",O O O O O B I I I O O O O O O O O O O O O O,O O O O O B I I I O O O O O O O O O O O O O
go the extra mile,"to try a little harder in order to achieve something, after you have already used a lot of effort",i was impressed with the way the customer service officer went the extra mile to resolve my problem .,i was impressed with the way the customer service officer made an extra effort to resolve my problem .,O O O O O O O O O O B O O I O O O O O,O O O O O O O O O O B I O I O O O O O
go the extra mile,"to try a little harder in order to achieve something, after you have already used a lot of effort",it is often required to go the extra mile in order to keep a relationship strong and happy .,it is often required to try very hard in order to keep a relationship strong and happy .,O O O O O B I I I O O O O O O O O O O,O O O O O B I I O O O O O O O O O O
turn a blind eye,to disregard someone/something and pretend to be unaware of it,"as a police officer , you cannot turn a blind eye to any of the illegal activities around you .","as a police officer , you cannot intentionally ignore any of the illegal activities around you .",O O O O O O O B O I I I O O O O O O O O,O O O O O O O B I O O O O O O O O
turn a blind eye,to disregard someone/something and pretend to be unaware of it,the principal decided to turn a blind eye to the student ' s misconduct this time with a hope that they won ' t do it again .,the principal decided to make an exception for the student ' s misconduct this time with a hope that they won ' t do it again .,O O O O B O I I O O O O O O O O O O O O O O O O O O O O,O O O O B I I I O O O O O O O O O O O O O O O O O O O
turn a blind eye,to disregard someone/something and pretend to be unaware of it,i knew that my wife was cheating on my but i chose to turn a blind eye .,i knew that my wife was cheating on my but i chose to pretend to be unaware of it .,O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O B O I I I I O
turn a blind eye,to disregard someone/something and pretend to be unaware of it,whenever i ask my friend about her husband she turns blind eye on it .,whenever i ask my friend about her husband she pretends to be unaware of it .,O O O O O O O O O B I I I O O,O O O O O O O O O B I I I I O O
bad-mouth,to say something bad about something,the social parties in this area are just meant for old ladies to gather around and bad - mouth everyone who did not show up .,the social parties in this area are just meant for old ladies to gather around and talk poorly about everyone who did not show up .,O O O O O O O O O O O O O O O O B I I O O O O O O O,O O O O O O O O O O O O O O O O B I I O O O O O O O
bad-mouth,to say something bad about something,"in her school , the kids badmouth their teachers .","in her school , the kids criticize their teachers .",O O O O O O B O O O,O O O O O O B O O O
bad-mouth,to say something bad about something,this aspect of her bad mouthing everything that happens has made her very unpopular .,this aspect of her maligning everything that happens has made her very unpopular .,O O O O B I O O O O O O O O O,O O O O B O O O O O O O O O
bad-mouth,to say something bad about something,i do not like to speak with people who enjoy bad mouthing .,i do not like to speak with people who enjoy speaking poorly of others .,O O O O O O O O O O B I O,O O O O O O O O O O B I I I O
bad-mouth,to say something bad about something,you should not badmouth your friends .,you should not talk bad about your friends .,O O O B O O O,O O O B I I O O O
fair-weather friend,"used to refer a friend who is not reliable in difficult times,","i really had thought that she would help me with my problem , but she is a fair - weather friend .","i really had thought that she would help me with my problem , but she is not a real friend .",O O O O O O O O O O O O O O O O O B I I O O,O O O O O O O O O O O O O O O O B O I O O
fair-weather friend,"used to refer a friend who is not reliable in difficult times,",one day i will show that i am not mere a fair - weather friend of her .,one day i will show that i am not just her friend when times are good .,O O O O O O O O O B I I I I O I O O,O O O O O O O O O B O O I I I I O
